name,popular_times,latitude,longitude,working_hours,city,us_state,rating
Memorial Clock,,37.5365208,-77.4360582,,Richmond,Virginia,5
Agecroft Hall & Gardens,,37.5530231,-77.5051983,"{""Monday"": ""Closed"", ""Tuesday"": ""12-5PM"", ""Wednesday"": ""12-5PM"", ""Thursday"": ""12-5PM"", ""Friday"": ""12-5PM"", ""Saturday"": ""12-5PM"", ""Sunday"": ""12-5PM""}",Richmond,Virginia,4.7
Children's Museum of Richmond,,37.5621261,-77.4672778,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-5PM"", ""Wednesday"": ""9:30AM-5PM"", ""Thursday"": ""9:30AM-5PM"", ""Friday"": ""9:30AM-5PM"", ""Saturday"": ""9:30AM-5PM"", ""Sunday"": ""9:30AM-5PM""}",Richmond,Virginia,4.6
Raymond Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 19, 47, 71, 90, 85, 100, 76, 61, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 28, 47, 52, 23, 14, 14, 14, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 0, 0, 4, 14, 19, 33, 14, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 23, 33, 38, 38, 23, 28, 38, 28, 28, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 42, 38, 14, 9, 14, 38, 33, 23, 9, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",46.5893185,-120.5064628,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Yakima,Washington,3.8
Island Center Forest 188th Trailhead,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 72, 87, 100, 81, 60, 54, 30, 24, 6, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 81, 84, 63, 60, 60, 81, 84, 87, 72, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 51, 72, 90, 90, 87, 66, 42, 24, 21, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 69, 81, 75, 63, 57, 54, 69, 48, 33, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 45, 57, 60, 72, 69, 54, 48, 39, 21, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 63, 69, 60, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",47.4375695,-122.4721393,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4.6
Lisabeula Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 61, 70, 76, 91, 85, 85, 61, 44, 26, 26, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 17, 29, 44, 38, 35, 35, 29, 32, 35, 32, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 17, 38, 50, 64, 67, 73, 70, 64, 64, 41, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 11, 11, 20, 38, 35, 50, 70, 64, 50, 26, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 58, 64, 52, 47, 50, 47, 44, 50, 44, 41, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 100, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",47.4055735,-122.521395,"{""Sunday"": ""6AM-9:30PM"", ""Monday"": ""6AM-9:30PM"", ""Tuesday"": ""6AM-9:30PM"", ""Wednesday"": ""6AM-9:30PM"", ""Thursday"": ""6AM-9:30PM"", ""Friday"": ""6AM-9:30PM"", ""Saturday"": ""6:30AM-10PM""}",Vashon,Washington,4.6
Tacoma Narrows Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 7, 14, 32, 42, 67, 82, 89, 100, 85, 75, 35, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 7, 25, 53, 67, 46, 28, 25, 32, 53, 42, 39, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 10, 28, 32, 46, 53, 46, 42, 35, 39, 64, 46, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 53, 64, 57, 53, 53, 42, 42, 28, 32, 32, 32, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 14, 28, 32, 32, 46, 50, 57, 46, 35, 39, 17, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 35, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",47.2672371,-122.5640053,"{""Sunday"": ""7:30AM-7:30PM"", ""Monday"": ""7:30AM-7:30PM"", ""Tuesday"": ""7:30AM-7:30PM"", ""Wednesday"": ""7:30AM-7:30PM"", ""Thursday"": ""7:30AM-7:30PM"", ""Friday"": ""7:30AM-7:30PM"", ""Saturday"": ""7:30AM-7:30PM""}",Gig Harbor,Washington,4.6
Fort Steilacoom Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 55, 71, 42, 57, 100, 21, 8, 9, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 20, 24, 25, 24, 20, 10, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 22, 37, 43, 34, 19, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 6, 10, 26, 18, 4, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 24, 26, 30, 33, 28, 15, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 15, 12, 13, 19, 24, 19, 10, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27, 49, 45, 49, 54, 50, 38, 22, 10, 2, 0, 0, 0, 0]]",47.1767538,-122.5553596,,Lakewood,Washington,4.7
Oscar - The Bird King,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 57, 50, 42, 14, 7, 7, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 14, 0, 7, 14, 35, 50, 71, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 71, 50, 57, 35, 35, 14, 14, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 14, 28, 50, 85, 64, 28, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 57, 42, 42, 42, 35, 50, 50, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 21, 50, 57, 28, 7, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21, 28, 57, 85, 64, 28, 7, 0, 0, 0, 0, 0, 0, 0]]",47.3892662,-122.3773903,"{""Sunday"": ""8AM-6PM"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM""}",Vashon,Washington,4.9
Vashon Maury Island Heritage,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 42, 70, 92, 100, 91, 73, 44, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 16, 29, 39, 47, 49, 50, 47, 39, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 40, 49, 54, 54, 52, 43, 32, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 49, 57, 55, 49, 50, 46, 36, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 14, 27, 36, 45, 50, 53, 49, 44, 29, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 36, 51, 59, 60, 56, 48, 30, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 49, 65, 71, 74, 66, 57, 36, 0, 0, 0, 0, 0, 0, 0]]",47.4472158,-122.4633148,"{""Sunday"": ""1-4PM"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""1-4PM"", ""Thursday"": ""1-4PM"", ""Friday"": ""1-4PM"", ""Saturday"": ""1-4PM""}",Vashon,Washington,4.8
Inspiration Point,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 50, 76, 96, 100, 88, 64, 39, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 17, 33, 47, 60, 68, 66, 60, 68, 90, 80, 37, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 21, 27, 35, 50, 68, 74, 72, 76, 86, 84, 66, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 33, 49, 52, 56, 66, 68, 56, 45, 45, 47, 39, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 47, 56, 49, 45, 52, 58, 56, 54, 64, 70, 52, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 35, 60, 62, 60, 72, 80, 64, 45, 47, 64, 58, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 80, 80, 72, 64, 56, 47, 37, 0, 0, 0, 0, 0, 0, 0]]",47.3683349,-122.4915956,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4
Jensen Point Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 64, 86, 100, 93, 75, 48, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 41, 41, 29, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 33, 43, 40, 32, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 37, 43, 36, 29, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 44, 51, 47, 37, 28, 23, 26, 27, 22, 12, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 76, 83, 87, 80, 67, 42, 0, 0, 0, 0, 0, 0, 0, 0]]",47.3898852,-122.4469963,"{""Sunday"": ""7AM-10PM"", ""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM""}",Vashon,Washington,4.6
American Lake Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 16, 40, 67, 81, 93, 98, 100, 87, 70, 39, 28, 15, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 21, 40, 58, 62, 58, 47, 38, 31, 26, 28, 28, 23, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 27, 32, 40, 51, 54, 50, 41, 39, 25, 21, 17, 24, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 58, 63, 61, 53, 53, 51, 53, 51, 46, 32, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 35, 47, 59, 62, 53, 49, 42, 31, 27, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 30, 42, 53, 62, 61, 52, 52, 46, 50, 40, 36, 26, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 27, 47, 67, 80, 87, 89, 89, 80, 68, 54, 35, 19, 0, 0, 0, 0]]",47.1415932,-122.5605275,"{""Sunday"": ""7AM-9PM"", ""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM""}",Lakewood,Washington,4.4
Seeley Lake Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 16, 40, 67, 81, 93, 98, 100, 87, 70, 39, 28, 15, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 21, 40, 58, 62, 58, 47, 38, 31, 26, 28, 28, 23, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 27, 32, 40, 51, 54, 50, 41, 39, 25, 21, 17, 24, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 58, 63, 61, 53, 53, 51, 53, 51, 46, 32, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 35, 47, 59, 62, 53, 49, 42, 31, 27, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 30, 42, 53, 62, 61, 52, 52, 46, 50, 40, 36, 26, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 27, 47, 67, 80, 87, 89, 89, 80, 68, 54, 35, 19, 0, 0, 0, 0]]",47.1728967,-122.5081828,"{""Sunday"": ""6AM-8PM"", ""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM""}",Lakewood,Washington,3.6
Dockton Park,"[[0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 46, 23, 7, 0, 0, 0, 7, 23, 7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 23, 15, 23, 61, 38, 38, 30, 38, 61, 69, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 23, 53, 30, 7, 7, 30, 23, 7, 23, 53, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 15, 53, 76, 100, 46, 15, 7, 23, 38, 30, 30, 61, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 46, 53, 61, 23, 7, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 7, 7, 23, 7, 7, 7, 46, 53, 69, 30, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 46, 46, 38, 30, 7, 7, 23, 23, 7, 7, 15, 15, 0, 0, 0, 0]]",47.370348,-122.4540415,"{""Sunday"": ""8AM-8PM"", ""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM""}",Vashon,Washington,4.4
Fisher Pond,"[[0, 0, 0, 0, 0, 5, 12, 20, 32, 44, 61, 79, 83, 75, 54, 37, 20, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 9, 17, 21, 28, 33, 42, 48, 48, 41, 33, 24, 16, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 9, 15, 25, 33, 44, 53, 57, 43, 32, 19, 14, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 13, 24, 32, 38, 40, 45, 43, 43, 37, 30, 21, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 12, 19, 29, 36, 43, 47, 54, 51, 44, 34, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 16, 26, 37, 45, 51, 58, 57, 50, 39, 30, 14, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 2, 8, 20, 37, 54, 77, 94, 100, 86, 64, 41, 21, 0, 0, 0, 0, 0, 0, 0]]",47.4474786,-122.487956,"{""Sunday"": ""8AM-6PM"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM""}",Vashon,Washington,4.1
Lakewold Gardens,,47.1460917,-122.5376447,"{""Sunday"": ""10AM-5PM"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""10AM-5PM""}",Lakewood,Washington,4.6
Harry Todd Park,,47.1267895,-122.5541264,"{""Sunday"": ""7AM-9PM"", ""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM""}",Lakewood,Washington,4.2
Historic Fort Steilacoom,,47.1793059,-122.5633311,"{""Sunday"": ""1-4PM"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""Closed""}",Lakewood,Washington,4.7
Wards Lake Park,,47.1802328,-122.473467,"{""Sunday"": ""7AM-8PM"", ""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM""}",Lakewood,Washington,3.6
Point Defiance Park,,47.306988,-122.5263212,,Tacoma,Washington,4.7
Manitou Park,,47.1966073,-122.4967383,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Tacoma,Washington,4.4
Billy Frank Jr. Nisqually National Wildlife Refuge,,47.072769,-122.7127288,,Olympia,Washington,4.8
Edgewater Park,,47.1739218,-122.5342815,"{""Sunday"": ""8AM-8PM"", ""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM""}",Lakewood,Washington,3.7
Springbrook Park,,47.1425717,-122.5009378,"{""Sunday"": ""6AM-6PM"", ""Monday"": ""6AM-6PM"", ""Tuesday"": ""6AM-6PM"", ""Wednesday"": ""6AM-6PM"", ""Thursday"": ""6AM-6PM"", ""Friday"": ""6AM-6PM"", ""Saturday"": ""6AM-6PM""}",Lakewood,Washington,4
Cutts Island State Park,,47.3208766,-122.6876843,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Gig Harbor,Washington,4.7
Titlow Park,,47.2471519,-122.5512348,"{""Sunday"": ""7AM-8:45PM"", ""Monday"": ""7AM-8:45PM"", ""Tuesday"": ""7AM-8:45PM"", ""Wednesday"": ""7AM-8:45PM"", ""Thursday"": ""7AM-8:45PM"", ""Friday"": ""7AM-8:45PM"", ""Saturday"": ""7AM-8:45PM""}",Tacoma,Washington,4.6
Chips Casino Lakewood,,47.1823742,-122.4668357,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Lakewood,Washington,4
Oak Tree Park,,47.1900342,-122.4760637,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Tacoma,Washington,3.9
Shoreline Park,,47.115904,-122.5828982,,Joint Base Lewis-McChord,Washington,4.5
Tacoma Narrows Bridge,,47.2689853,-122.5516567,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",US,Washington,4.4
Tacoma DeMolay Sandspit Nature Preserve,,47.2767409,-122.6661588,"{""Sunday"": ""7AM-8PM"", ""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM""}",Fox Island,Washington,4.6
Wingehaven,,47.4974969,-122.4612728,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4.2
Point Robinson Lighthouse,,47.3881508,-122.3743001,"{""Sunday"": ""8AM-8PM"", ""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-8PM""}",Vashon,Washington,4.6
Maury Island Natural Area,,47.3720854,-122.4368892,,Vashon,Washington,4.6
Old Bicycle In The Tree,,47.422932,-122.4600407,,Vashon,Washington,3.5
Maury Island Marine Park,,47.3800694,-122.4103206,"{""Sunday"": ""6AM-10PM"", ""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM""}",Vashon,Washington,4.6
Point Heyer Natural Area,,47.4221213,-122.4320202,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4.7
Vashon Gravel Pit,,47.3660851,-122.4444058,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4.7
Shinglemill Creek Natural Area,,47.4783076,-122.4811093,"{""Sunday"": ""7AM-10PM"", ""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM""}",Vashon,Washington,4.8
Stately Cedar,,47.458428,-122.497963,,Vashon,Washington,4
Tramp Harbor,,47.4131384,-122.437597,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4.5
Point Robinson Park,,47.3886994,-122.3770744,"{""Sunday"": ""6AM-6PM"", ""Monday"": ""6AM-6PM"", ""Tuesday"": ""6AM-6PM"", ""Wednesday"": ""6AM-6PM"", ""Thursday"": ""6AM-6PM"", ""Friday"": ""6AM-6PM"", ""Saturday"": ""6AM-6PM""}",Vashon,Washington,4.8
Bluffs Trailhead,,47.3709586,-122.4329724,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Vashon,Washington,4.7
Kodlak Beach,,48.3152207,-118.1491171,,Gifford,Washington,
GIFFORD GROUP SITE,,48.2840229,-118.1395993,,Gifford,Washington,5
Gifford Campground,,48.2857233,-118.141242,,Gifford,Washington,4
Lower Lewis River Falls,,46.1546337,-121.8796363,,Cougar,Washington,4.7
Panther Creek Falls,,45.8671673,-121.8288249,,Carson,Washington,4.8
Lake Roosevelt National Recreation Area,,48.1335846,-118.2461189,,Hunters,Washington,4.6
Gifford Pinchot National Forest,,46.256706,-121.8427143,,Packwood,Washington,4.8
Cloverleaf Campground,,48.297115,-118.1466555,,Gifford,Washington,4.5
Cowiche Canyon Trail,,46.6205919,-120.6717198,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Yakima,Washington,4.6
Yakima Sportsman State Park,,46.5919048,-120.4629346,,Yakima,Washington,4
Hub Area of Yakima,,46.60228,-120.5057955,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Yakima,Washington,2
