name,latitude,longitude,city,us_state,rating,rating_category,rating_scaled,Monday_00,Monday_01,Monday_02,Monday_03,Monday_04,Monday_05,Monday_06,Monday_07,Monday_08,Monday_09,Monday_10,Monday_11,Monday_12,Monday_13,Monday_14,Monday_15,Monday_16,Monday_17,Monday_18,Monday_19,Monday_20,Monday_21,Monday_22,Monday_23,Tuesday_00,Tuesday_01,Tuesday_02,Tuesday_03,Tuesday_04,Tuesday_05,Tuesday_06,Tuesday_07,Tuesday_08,Tuesday_09,Tuesday_10,Tuesday_11,Tuesday_12,Tuesday_13,Tuesday_14,Tuesday_15,Tuesday_16,Tuesday_17,Tuesday_18,Tuesday_19,Tuesday_20,Tuesday_21,Tuesday_22,Tuesday_23,Wednesday_00,Wednesday_01,Wednesday_02,Wednesday_03,Wednesday_04,Wednesday_05,Wednesday_06,Wednesday_07,Wednesday_08,Wednesday_09,Wednesday_10,Wednesday_11,Wednesday_12,Wednesday_13,Wednesday_14,Wednesday_15,Wednesday_16,Wednesday_17,Wednesday_18,Wednesday_19,Wednesday_20,Wednesday_21,Wednesday_22,Wednesday_23,Thursday_00,Thursday_01,Thursday_02,Thursday_03,Thursday_04,Thursday_05,Thursday_06,Thursday_07,Thursday_08,Thursday_09,Thursday_10,Thursday_11,Thursday_12,Thursday_13,Thursday_14,Thursday_15,Thursday_16,Thursday_17,Thursday_18,Thursday_19,Thursday_20,Thursday_21,Thursday_22,Thursday_23,Friday_00,Friday_01,Friday_02,Friday_03,Friday_04,Friday_05,Friday_06,Friday_07,Friday_08,Friday_09,Friday_10,Friday_11,Friday_12,Friday_13,Friday_14,Friday_15,Friday_16,Friday_17,Friday_18,Friday_19,Friday_20,Friday_21,Friday_22,Friday_23,Saturday_00,Saturday_01,Saturday_02,Saturday_03,Saturday_04,Saturday_05,Saturday_06,Saturday_07,Saturday_08,Saturday_09,Saturday_10,Saturday_11,Saturday_12,Saturday_13,Saturday_14,Saturday_15,Saturday_16,Saturday_17,Saturday_18,Saturday_19,Saturday_20,Saturday_21,Saturday_22,Saturday_23,Sunday_00,Sunday_01,Sunday_02,Sunday_03,Sunday_04,Sunday_05,Sunday_06,Sunday_07,Sunday_08,Sunday_09,Sunday_10,Sunday_11,Sunday_12,Sunday_13,Sunday_14,Sunday_15,Sunday_16,Sunday_17,Sunday_18,Sunday_19,Sunday_20,Sunday_21,Sunday_22,Sunday_23,parsed_hours,popular_hours,parsed_features,popular_features,calculated_working_hours,weekday_hours,weekend_hours,is_weekend_open,Monday_00_category,Monday_01_category,Monday_02_category,Monday_03_category,Monday_04_category,Monday_05_category,Monday_06_category,Monday_07_category,Monday_08_category,Monday_09_category,Monday_10_category,Monday_11_category,Monday_12_category,Monday_13_category,Monday_14_category,Monday_15_category,Monday_16_category,Monday_17_category,Monday_18_category,Monday_19_category,Monday_20_category,Monday_21_category,Monday_22_category,Monday_23_category,Tuesday_00_category,Tuesday_01_category,Tuesday_02_category,Tuesday_03_category,Tuesday_04_category,Tuesday_05_category,Tuesday_06_category,Tuesday_07_category,Tuesday_08_category,Tuesday_09_category,Tuesday_10_category,Tuesday_11_category,Tuesday_12_category,Tuesday_13_category,Tuesday_14_category,Tuesday_15_category,Tuesday_16_category,Tuesday_17_category,Tuesday_18_category,Tuesday_19_category,Tuesday_20_category,Tuesday_21_category,Tuesday_22_category,Tuesday_23_category,Wednesday_00_category,Wednesday_01_category,Wednesday_02_category,Wednesday_03_category,Wednesday_04_category,Wednesday_05_category,Wednesday_06_category,Wednesday_07_category,Wednesday_08_category,Wednesday_09_category,Wednesday_10_category,Wednesday_11_category,Wednesday_12_category,Wednesday_13_category,Wednesday_14_category,Wednesday_15_category,Wednesday_16_category,Wednesday_17_category,Wednesday_18_category,Wednesday_19_category,Wednesday_20_category,Wednesday_21_category,Wednesday_22_category,Wednesday_23_category,Thursday_00_category,Thursday_01_category,Thursday_02_category,Thursday_03_category,Thursday_04_category,Thursday_05_category,Thursday_06_category,Thursday_07_category,Thursday_08_category,Thursday_09_category,Thursday_10_category,Thursday_11_category,Thursday_12_category,Thursday_13_category,Thursday_14_category,Thursday_15_category,Thursday_16_category,Thursday_17_category,Thursday_18_category,Thursday_19_category,Thursday_20_category,Thursday_21_category,Thursday_22_category,Thursday_23_category,Friday_00_category,Friday_01_category,Friday_02_category,Friday_03_category,Friday_04_category,Friday_05_category,Friday_06_category,Friday_07_category,Friday_08_category,Friday_09_category,Friday_10_category,Friday_11_category,Friday_12_category,Friday_13_category,Friday_14_category,Friday_15_category,Friday_16_category,Friday_17_category,Friday_18_category,Friday_19_category,Friday_20_category,Friday_21_category,Friday_22_category,Friday_23_category,Saturday_00_category,Saturday_01_category,Saturday_02_category,Saturday_03_category,Saturday_04_category,Saturday_05_category,Saturday_06_category,Saturday_07_category,Saturday_08_category,Saturday_09_category,Saturday_10_category,Saturday_11_category,Saturday_12_category,Saturday_13_category,Saturday_14_category,Saturday_15_category,Saturday_16_category,Saturday_17_category,Saturday_18_category,Saturday_19_category,Saturday_20_category,Saturday_21_category,Saturday_22_category,Saturday_23_category,Sunday_00_category,Sunday_01_category,Sunday_02_category,Sunday_03_category,Sunday_04_category,Sunday_05_category,Sunday_06_category,Sunday_07_category,Sunday_08_category,Sunday_09_category,Sunday_10_category,Sunday_11_category,Sunday_12_category,Sunday_13_category,Sunday_14_category,Sunday_15_category,Sunday_16_category,Sunday_17_category,Sunday_18_category,Sunday_19_category,Sunday_20_category,Sunday_21_category,Sunday_22_category,Sunday_23_category,predicted_popularity,nearest_neighbors,predicted_rating_category
Mobile Carnival Museum,30.688508,-88.045332,Mobile,Alabama,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,33,41,62,45,29,20,33,16,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,20,54,100,100,70,50,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,41,37,16,8,12,41,41,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,83,79,54,29,41,33,54,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,50,41,20,29,50,75,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,29,41,58,95,100,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,16,0,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(10, 20), (10, 20), (10, 20), (10, 20), (10, 20), (10, 20), (11, 16)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 20, 10, 20, 10, 20, 10, 20, 10, 20, 10, 20, 11, 16]",:10-20:10-20:10-20:10-20:10-20:10-20:11-16,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,low,medium,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Harriet Tubman Mural Public Art By Apollo:15.15km, Heavenly Metal:23.29km, Mobile City Mural:26.66km, Mardi Gras Park:27.41km, Bienville Square:28.20km",High
Reese'S Point,33.998778,-87.154975,Lewis smith lake,Alabama,5,High,5,0,0,0,0,0,0,0,0,0,0,0,7,20,27,24,12,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,7,10,10,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,20,17,11,10,12,15,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,21,5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,20,9,8,25,42,48,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,90,100,87,70,62,58,52,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,23,27,24,17,8,2,2,2,2,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(11, 21), (11, 21), (11, 21), (11, 21), (11, 21), (11, 22), (11, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 21, 11, 21, 11, 21, 11, 21, 11, 21, 11, 22, 11, 22]",:11-21:11-21:11-21:11-21:11-21:11-22:11-22,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Decked Out:461.11km, Ave Maria Grotto:2111.19km, Mardis Mill Falls:3094.95km, Easley Covered Bridge:3367.50km, Southern Museum Of Flight:3543.36km",High
Jackson Lake Island,32.448283,-86.33345,Millbrook,Alabama,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,46,23,30,53,46,30,15,7,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,23,46,30,23,15,23,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,46,53,53,61,61,69,53,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,53,23,15,30,69,76,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,46,53,46,61,92,61,30,15,0,0,0,0,0,0,0,0,0,0,0,0,7,23,7,7,15,30,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,30,53,69,100,92,69,69,53,46,23,0,[],"[(13, 23), (13, 23), (13, 23), (14, 23), (13, 23), (11, 19), (11, 23)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 23, 13, 23, 13, 23, 14, 23, 13, 23, 11, 19, 11, 23]",:13-23:13-23:13-23:14-23:13-23:11-19:11-23,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,medium,medium,medium,low,low,,"Tuskegee Institute National Historic Site:3371.91km, Horseshoe Bend National Military Park:4653.09km, Tsinia Wildlife Viewing Area:4976.51km, Dixie Walking Trail:5665.84km, Bama Bison Rv Park & Farm:5826.15km",High
Leprechaun Tree,30.695755,-88.109982,Mobile,Alabama,4.7,High,4.7,0,0,0,0,0,0,0,0,0,0,0,40,50,20,10,10,20,50,40,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,80,90,80,70,30,20,10,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,30,70,60,80,60,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,60,20,10,20,30,50,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,40,40,60,90,40,20,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,30,60,50,100,60,80,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,40,10,10,30,10,0,0,0,0,0,0,[],"[(11, 21), (11, 21), (11, 21), (11, 21), (11, 22), (11, 21), (11, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 21, 11, 21, 11, 21, 11, 21, 11, 22, 11, 21, 11, 18]",:11-21:11-21:11-21:11-21:11-22:11-21:11-18,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,low,low,low,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,high,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,,"What You Say Wys Touring:123.12km, Bragg-Mitchell Mansion:131.23km, Garden Waterfall:233.31km, Oakleigh House Museum:289.11km, Greer’S Muralpublic Art:317.86km",High
Greer’S Muralpublic Art,30.685809,-88.053129,Mobile,Alabama,5,High,5,0,0,0,0,0,0,0,0,0,0,0,39,40,37,33,24,18,27,40,58,66,52,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,41,37,32,28,22,32,39,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,43,41,32,22,20,32,37,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,41,31,22,12,16,28,50,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,50,41,27,28,37,55,85,100,87,0,0,0,0,0,0,0,0,0,0,0,0,0,63,81,83,72,58,41,44,64,85,97,81,0,0,0,0,0,0,0,0,0,0,0,0,0,70,82,89,71,58,47,55,71,85,78,50,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(11, 22), (11, 22), (11, 22), (11, 22), (11, 22), (11, 22), (11, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 22, 11, 22, 11, 22, 11, 22, 11, 22, 11, 22, 11, 22]",:11-22:11-22:11-22:11-22:11-22:11-22:11-22,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,medium,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,high,high,high,medium,low,low,,"Mobile City Mural:32.58km, Harriet Tubman Mural Public Art By Apollo:37.77km, Mobile Carnival Museum:46.05km, Oakleigh House Museum:46.10km, Heavenly Metal:62.33km",High
Bragg-Mitchell Mansion,30.692381,-88.086351,Mobile,Alabama,4.6,High,4.6,0,0,0,0,0,0,0,0,0,0,0,23,30,43,36,26,30,20,26,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,23,26,30,16,20,20,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,33,43,50,40,36,33,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,16,13,30,30,33,33,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,23,30,30,36,26,33,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,53,53,46,56,53,40,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,93,93,100,90,73,30,10,3,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(11, 21), (11, 21), (11, 21), (11, 21), (11, 21), (11, 21), (11, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 21, 11, 21, 11, 21, 11, 21, 11, 21, 11, 21, 11, 21]",:11-21:11-21:11-21:11-21:11-21:11-21:11-21,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,high,high,low,low,low,low,low,low,,"What You Say Wys Touring:127.11km, Leprechaun Tree:131.23km, Oakleigh House Museum:160.74km, Greer’S Muralpublic Art:186.77km, Mobile City Mural:200.54km",High
Harriet Tubman Mural Public Art By Apollo,30.689574,-88.047804,Mobile,Alabama,4.8,High,4.8,0,0,0,0,0,0,0,0,0,0,0,36,44,43,37,32,18,11,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,45,46,43,34,26,21,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,58,60,52,40,30,21,17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,50,55,57,49,30,17,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,45,61,63,63,55,49,40,30,20,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,100,86,70,53,35,26,19,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,70,88,84,69,46,28,15,6,4,2,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(11, 21), (11, 22), (11, 22), (11, 22), (11, 22), (11, 22), (11, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 21, 11, 22, 11, 22, 11, 22, 11, 22, 11, 22, 11, 21]",:11-21:11-22:11-22:11-22:11-22:11-22:11-21,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,,"Mobile City Mural:11.63km, Mobile Carnival Museum:15.15km, Heavenly Metal:24.57km, Bienville Square:33.41km, Greer’S Muralpublic Art:37.77km",High
History Museum Of Mobile,30.689528,-88.03984,Mobile,Alabama,4.6,High,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,37,25,0,0,0,21,27,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,27,22,0,0,0,29,51,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,34,23,0,0,0,11,24,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,43,28,0,0,0,42,54,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,99,68,0,0,0,48,69,67,42,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,83,65,0,0,0,53,67,64,40,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (11, 22), (11, 22), (11, 22), (11, 22), (11, 22), (11, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 11, 22, 11, 22, 11, 22, 11, 22, 11, 22, 11, 22]",::11-22:11-22:11-22:11-22:11-22:11-22,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,medium,medium,medium,low,low,low,,"Mardi Gras Park:3.52km, Colonial Fort Condé:3.82km, Exploreum Science Center & Poarch Band Of Creek Indians Digital Dome Theater:6.68km, Condé-Charlotte Museum:7.28km, Cooper Riverside Park:12.78km",High
Colonial Fort Condé,30.688961,-88.040065,Mobile,Alabama,4.3,Medium,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,37,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,29,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,34,0,0,0,57,73,65,47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,26,0,0,0,36,59,63,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,45,67,49,0,0,0,68,100,90,62,39,0,0,0,0,0,0,0,0,0,0,0,0,0,59,85,63,0,0,0,54,80,70,57,40,0,0,0,0,0,0,0,0,0,0,0,0,0,70,93,96,0,0,0,49,50,45,26,18,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(17, 22), (17, 22), (11, 22), (11, 22), (11, 22), (11, 22), (11, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 22, 17, 22, 11, 22, 11, 22, 11, 22, 11, 22, 11, 22]",:17-22:17-22:11-22:11-22:11-22:11-22:11-22,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,low,low,low,medium,medium,medium,low,low,low,low,,"Condé-Charlotte Museum:3.57km, History Museum Of Mobile:3.82km, Mardi Gras Park:4.46km, Exploreum Science Center & Poarch Band Of Creek Indians Digital Dome Theater:10.41km, Cooper Riverside Park:15.34km",Medium
Uss Alabama Battleship Memorial Park,30.681803,-88.014426,Mobile,Alabama,4.8,High,4.8,0,0,0,0,0,0,0,0,0,0,0,60,80,76,56,39,33,36,40,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,60,55,41,31,27,28,34,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,69,66,51,34,28,31,36,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,65,61,45,34,37,48,59,51,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,91,92,78,61,47,48,49,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,97,100,84,62,51,56,60,52,34,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(11, 21), (11, 21), (None, None), (11, 21), (11, 21), (11, 21), (11, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 21, 11, 21, 0, 0, 11, 21, 11, 21, 11, 21, 11, 21]",:11-21:11-21::11-21:11-21:11-21:11-21,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,medium,low,low,low,low,,"The Mobile Tunnel:127.35km, Cooper Riverside Park:137.64km, Exploreum Science Center & Poarch Band Of Creek Indians Digital Dome Theater:146.10km, Condé-Charlotte Museum:146.59km, History Museum Of Mobile:147.68km",High
